title: EEG-recording_3, recorded: 16.02.23 04.36.02, timestamp started:2017-11-21T16:17:43.558438-08:00            , sampling:128, subject:, labels:COUNTER INTERPOLATED F3 FC5 AF3 F7 T7 P7 O1 O2 P8 T8 F8 AF4 FC6 F4 RAW_CQ GYROX GYROY MARKER MARKER_HARDWARE SYNC TIME_STAMP_s TIME_STAMP_ms CQ_AF3 CQ_F7 CQ_F3 CQ_FC5 CQ_T7 CQ_P7 CQ_O1 CQ_O2 CQ_P8 CQ_T8 CQ_FC6 CQ_F4 CQ_F8 CQ_AF4 CQ_CMS CQ_DRL, , chan:40, samples:1531, units:emotiv
67,7762,7686,8641,9149,8812,8391,8469,8473,7857,8982,9664,8757,8943,7664
68,7766,7685,8636,9148,8807,8392,8474,8475,7856,8987,9660,8762,8938,7659
69,7770,7683,8632,9148,8809,8393,8476,8473,7856,9002,9655,8762,8937,7656
70,7767,7687,8639,9147,8816,8394,8473,8472,7853,9003,9657,8756,8936,7658
71,7761,7685,8643,9144,8812,8392,8472,8474,7861,8998,9659,8755,8942,7663
72,7767,7680,8640,9146,8802,8389,8473,8476,7867,9002,9659,8763,8946,7662
73,7770,7686,8642,9152,8805,8396,8476,8477,7859,9003,9656,8764,8940,7658
74,7769,7688,8645,9147,8810,8395,8473,8476,7854,9000,9659,8761,8939,7664
75,7768,7685,8644,9147,8812,8398,8475,8475,7859,9000,9662,8760,8943,7666
76,7772,7686,8644,9153,8801,8395,8474,8472,7857,9000,9663,8762,8947,7669
77,7767,7688,8643,9153,8801,8399,8475,8471,7853,8998,9662,8761,8938,7660
78,7769,7684,8641,9144,8806,8392,8471,8474,7858,8994,9662,8763,8936,7658
79,7768,7685,8643,9150,8810,8392,8474,8477,7862,8996,9656,8762,8939,7659
80,7767,7687,8647,9150,8803,8390,8473,8475,7854,8999,9659,8763,8941,7665
81,7762,7685,8644,9145,8804,8393,8472,8476,7853,8995,9661,8762,8932,7657
82,7768,7687,8641,9146,8808,8390,8470,8474,7860,8991,9654,8762,8938,7659
83,7766,7690,8642,9152,8811,8391,8472,8469,7861,8985,9654,8758,8944,7663
84,7763,7688,8643,9146,8804,8392,8468,8471,7862,8982,9663,8758,8939,7662
85,7761,7685,8642,9144,8802,8396,8471,8476,7862,8994,9663,8758,8937,7661
86,7762,7686,8642,9146,8809,8397,8476,8473,7856,9001,9659,8757,8945,7662
87,7765,7688,8645,9145,8812,8397,8474,8469,7855,8997,9659,8761,8949,7661
88,7767,7685,8644,9145,8812,8399,8474,8470,7862,8997,9655,8764,8941,7660
89,7768,7683,8643,9148,8811,8398,8475,8469,7860,9000,9658,8760,8940,7666
90,7762,7689,8642,9152,8809,8400,8476,8471,7858,8996,9661,8758,8940,7666
91,7765,7691,8642,9151,8806,8394,8471,8474,7861,8997,9660,8763,8942,7663
92,7765,7685,8642,9149,8812,8401,8472,8478,7862,9001,9657,8759,8943,7659
93,7769,7684,8645,9145,8806,8400,8472,8477,7858,8996,9660,8758,8943,7665
94,7768,7690,8644,9149,8807,8399,8476,8472,7860,8986,9660,8760,8936,7666
95,7769,7688,8641,9146,8806,8391,8474,8471,7865,8989,9661,8762,8938,7665
96,7766,7685,8644,9144,8808,8396,8472,8472,7863,9000,9657,8757,8940,7656
97,7769,7684,8645,9146,8809,8395,8471,8466,7858,9001,9658,8757,8940,7659
98,7766,7688,8643,9149,8809,8396,8477,8471,7859,8995,9660,8755,8934,7658
99,7764,7687,8644,9145,8800,8391,8472,8483,7864,8997,9660,8756,8936,7658
100,7765,7684,8644,9150,8801,8392,8471,8478,7862,8997,9655,8758,8940,7661
101,7771,7686,8641,9151,8813,8392,8475,8472,7857,8998,9652,8758,8940,7664
102,7771,7686,8643,9143,8816,8392,8477,8475,7860,9001,9659,8759,8939,7660
103,7767,7684,8645,9144,8803,8393,8474,8471,7860,8996,9663,8757,8938,7660
104,7766,7685,8641,9150,8797,8395,8470,8468,7859,8994,9660,8759,8941,7667
105,7762,7688,8640,9151,8808,8400,8472,8475,7854,9001,9654,8761,8940,7661
106,7762,7689,8640,9149,8805,8398,8472,8476,7853,9001,9657,8760,8940,7657
107,7762,7688,8639,9148,8797,8403,8474,8470,7858,8997,9658,8758,8942,7657
108,7768,7686,8643,9145,8802,8397,8468,8473,7858,9001,9661,8763,8946,7661
109,7767,7689,8645,9150,8813,8399,8472,8476,7855,9002,9666,8763,8943,7660
110,7768,7690,8644,9149,8806,8393,8474,8470,7858,8998,9668,8760,8945,7667
111,7764,7687,8644,9151,8809,8397,8475,8471,7862,8999,9664,8762,8943,7663
112,7769,7685,8644,9153,8809,8395,8475,8478,7857,9000,9661,8764,8942,7659
113,7773,7687,8641,9150,8808,8401,8478,8479,7855,8999,9659,8760,8940,7657
114,7773,7691,8642,9144,8806,8394,8475,8470,7858,8999,9660,8761,8947,7663
115,7767,7691,8644,9147,8810,8393,8477,8469,7857,8999,9658,8764,8944,7663
116,7768,7684,8641,9151,8805,8397,8477,8476,7854,8999,9658,8764,8939,7665
117,7765,7684,8643,9151,8803,8402,8475,8478,7858,8999,9662,8759,8940,7665
118,7761,7691,8643,9144,8807,8394,8474,8471,7861,9000,9661,8759,8943,7659
119,7767,7689,8641,9145,8806,8391,8474,8468,7856,8998,9658,8761,8941,7659
120,7772,7682,8641,9148,8806,8394,8472,8476,7854,9000,9659,8757,8936,7661
121,7771,7683,8643,9144,8807,8390,8470,8478,7858,9000,9661,8755,8939,7662
122,7764,7688,8640,9141,8809,8390,8471,8473,7861,8996,9658,8757,8942,7656
123,7766,7688,8641,9142,8805,8389,8466,8474,7859,8995,9658,8763,8945,7657
124,7764,7686,8650,9147,8809,8395,8472,8479,7859,8994,9657,8762,8942,7657
125,7765,7685,8651,9147,8810,8393,8473,8478,7858,8994,9658,8762,8943,7661
126,7761,7687,8641,9149,8813,8400,8472,8473,7857,8990,9656,8760,8939,7657
127,7767,7689,8640,9146,8807,8394,8468,8472,7855,8988,9660,8761,8938,7661
240,7766,7689,8644,9150,8807,8396,8474,8472,7854,8995,9663,8759,8940,7662
0,7765,7685,8642,9146,8807,8397,8473,8473,7858,9001,9666,8758,8943,7664
1,7762,7686,8642,9143,8810,8403,8472,8471,7860,8998,9664,8756,8939,7663
2,7769,7689,8650,9148,8804,8397,8472,8465,7855,8997,9660,8757,8943,7664
3,7772,7689,8649,9151,8807,8393,8473,8467,7853,9000,9658,8761,8943,7661
4,7768,7687,8640,9144,8810,8395,8470,8471,7858,9000,9662,8766,8935,7665
5,7764,7689,8642,9143,8807,8395,8472,8473,7858,9002,9666,8765,8935,7662
6,7763,7687,8648,9150,8803,8393,8473,8470,7858,8996,9662,8760,8942,7655
7,7766,7686,8646,9152,8803,8397,8471,8469,7865,8988,9658,8759,8939,7660
8,7767,7689,8642,9146,8805,8401,8475,8469,7863,8999,9655,8758,8934,7664
9,7771,7690,8643,9145,8805,8396,8473,8471,7855,9006,9658,8761,8940,7664
10,7766,7686,8643,9152,8806,8399,8472,8472,7856,8993,9655,8757,8939,7660
11,7764,7687,8641,9150,8803,8395,8473,8469,7860,8990,9653,8755,8940,7664
12,7762,7691,8645,9147,8810,8395,8477,8472,7854,9001,9659,8759,8938,7661
13,7768,7686,8647,9143,8810,8390,8470,8474,7851,9000,9662,8761,8938,7664
14,7766,7687,8643,9150,8810,8397,8475,8475,7856,8994,9654,8756,8940,7662
15,7765,7691,8642,9151,8809,8393,8478,8475,7855,8997,9658,8757,8944,7662
16,7762,7687,8645,9150,8812,8396,8477,8472,7852,9001,9663,8759,8939,7658
17,7767,7685,8645,9150,8808,8395,8473,8470,7855,9000,9663,8759,8941,7663
18,7764,7692,8642,9153,8813,8399,8476,8471,7857,9000,9662,8759,8947,7664
19,7763,7692,8643,9150,8811,8398,8474,8472,7853,9000,9660,8764,8949,7663
20,7767,7685,8644,9148,8806,8400,8470,8469,7856,8998,9658,8761,8943,7662
21,7769,7685,8644,9147,8803,8397,8472,8473,7857,8994,9659,8758,8942,7665
22,7770,7686,8645,9145,8804,8394,8475,8478,7855,8990,9659,8762,8944,7663
23,7769,7683,8645,9147,8806,8401,8474,8476,7855,8987,9659,8765,8942,7666
24,7767,7686,8644,9148,8803,8397,8473,8473,7853,8990,9664,8763,8939,7675
25,7763,7690,8642,9146,8804,8391,8476,8475,7857,8998,9661,8758,8938,7662
26,7766,7686,8644,9147,8806,8392,8475,8476,7863,9002,9659,8759,8942,7657
27,7766,7685,8643,9151,8810,8399,8478,8475,7859,9002,9662,8760,8938,7661
28,7771,7689,8641,9143,8803,8391,8472,8473,7851,8999,9664,8763,8937,7662
29,7767,7690,8640,9142,8806,8393,8471,8477,7855,8997,9655,8759,8936,7655
30,7762,7686,8641,9146,8805,8390,8471,8481,7856,8997,9655,8757,8942,7662
31,7759,7690,8641,9149,8806,8392,8471,8478,7853,9000,9664,8754,8941,7661
32,7768,7691,8644,9142,8807,8390,8468,8467,7856,8998,9667,8755,8941,7662
33,7763,7686,8648,9144,8811,8398,8473,8468,7858,8994,9659,8759,8939,7662
34,7764,7685,8645,9147,8806,8397,8471,8479,7854,8994,9656,8763,8940,7663
35,7767,7687,8640,9147,8805,8396,8470,8480,7856,8988,9658,8758,8938,7660
36,7766,7683,8640,9146,8805,8389,8469,8468,7856,8984,9659,8756,8940,7661
37,7765,7682,8646,9147,8804,8389,8469,8466,7857,8994,9661,8758,8943,7662
38,7767,7685,8646,9144,8805,8394,8471,8476,7859,9002,9658,8761,8944,7666
39,7767,7688,8643,9145,8808,8396,8474,8477,7857,9000,9654,8764,8942,7666
40,7763,7687,8645,9150,8810,8397,8475,8474,7856,8998,9657,8761,8940,7662
41,7767,7687,8646,9150,8804,8388,8471,8475,7858,8998,9661,8756,8941,7666
42,7768,7688,8642,9150,8804,8390,8470,8473,7860,8999,9658,8757,8939,7667
43,7768,7690,8642,9148,8805,8394,8464,8468,7860,9001,9659,8765,8939,7667
44,7765,7690,8644,9146,8806,8396,8469,8470,7862,8994,9659,8762,8935,7659
45,7770,7686,8643,9141,8802,8390,8471,8475,7863,8986,9657,8755,8938,7665
46,7767,7685,8640,9145,8807,8398,8474,8474,7860,8994,9654,8750,8935,7663
47,7770,7686,8642,9144,8809,8394,8472,8473,7853,9003,9658,8755,8933,7662
48,7770,7687,8643,9145,8809,8396,8472,8479,7853,8999,9659,8759,8933,7661
49,7768,7685,8644,9144,8804,8396,8468,8478,7864,8995,9659,8760,8939,7663
50,7764,7686,8642,9146,8808,8396,8468,8473,7865,8997,9658,8756,8941,7659
51,7769,7688,8637,9146,8801,8389,8470,8476,7851,9001,9659,8756,8943,7661
52,7766,7684,8638,9148,8798,8394,8474,8475,7850,8998,9660,8759,8941,7661
53,7762,7681,8647,9146,8806,8397,8471,8469,7862,8990,9663,8760,8940,7660
54,7763,7685,8647,9144,8808,8391,8470,8474,7864,8996,9660,8761,8942,7660
55,7763,7686,8637,9144,8803,8391,8471,8483,7860,9002,9656,8759,8939,7659
56,7767,7682,8638,9147,8808,8399,8470,8477,7860,8996,9663,8758,8939,7662
57,7769,7683,8646,9153,8815,8404,8472,8472,7858,8995,9665,8760,8943,7665
58,7770,7688,8646,9151,8802,8390,8473,8474,7853,8997,9657,8763,8943,7667
59,7767,7687,8643,9145,8799,8396,8476,8474,7858,8995,9655,8760,8938,7663
60,7769,7683,8646,9143,8805,8400,8471,8475,7860,8996,9665,8759,8945,7666
61,7768,7687,8644,9149,8811,8397,8473,8476,7858,8997,9661,8760,8946,7664
62,7771,7689,8639,9143,8805,8389,8476,8473,7860,8994,9660,8765,8942,7665
63,7764,7684,8640,9141,8805,8396,8476,8474,7863,8998,9660,8759,8937,7654
64,7764,7685,8643,9143,8804,8391,8467,8477,7863,9000,9660,8758,8940,7656
65,7767,7689,8643,9148,8802,8391,8470,8473,7862,8997,9655,8758,8936,7662
66,7770,7683,8643,9147,8799,8389,8472,8472,7858,8997,9661,8760,8935,7663
67,7764,7682,8643,9146,8804,8392,8471,8479,7855,8998,9668,8762,8935,7660
68,7765,7688,8644,9141,8804,8388,8464,8479,7857,8996,9660,8762,8938,7664
69,7766,7689,8645,9146,8805,8389,8465,8477,7860,8997,9652,8758,8945,7663
70,7764,7684,8644,9150,8809,8391,8470,8478,7861,8997,9658,8758,8943,7660
71,7763,7685,8644,9143,8805,8396,8472,8476,7860,8997,9659,8763,8937,7666
72,7763,7689,8642,9139,8804,8395,8474,8473,7857,8998,9651,8759,8938,7665
73,7768,7689,8642,9147,8806,8389,8471,8475,7859,8996,9658,8757,8944,7661
74,7765,7688,8642,9154,8805,8398,8472,8478,7860,8996,9665,8759,8938,7659
75,7767,7690,8641,9144,8802,8397,8473,8477,7854,9001,9665,8760,8936,7662
76,7767,7688,8642,9140,8810,8396,8476,8476,7855,8998,9660,8758,8941,7663
77,7767,7684,8645,9145,8804,8394,8475,8475,7860,8991,9660,8762,8947,7669
78,7762,7688,8642,9149,8802,8403,8476,8482,7860,8994,9658,8761,8944,7667
79,7770,7686,8640,9143,8804,8391,8470,8484,7860,9000,9660,8758,8945,7662
80,7770,7682,8641,9142,8809,8390,8472,8475,7860,8998,9662,8761,8944,7655
81,7769,7685,8640,9143,8807,8394,8474,8473,7854,8997,9665,8766,8946,7665
82,7768,7688,8642,9144,8807,8395,8472,8479,7856,8998,9662,8759,8942,7667
83,7772,7685,8643,9142,8804,8390,8469,8476,7859,8998,9658,8755,8941,7666
84,7770,7685,8641,9146,8804,8397,8473,8476,7857,9000,9659,8758,8939,7663
85,7768,7688,8639,9150,8804,8393,8472,8480,7859,9000,9659,8760,8941,7665
86,7769,7686,8641,9150,8806,8389,8470,8477,7861,8996,9657,8757,8946,7665
87,7771,7684,8642,9144,8808,8395,8470,8473,7858,8996,9658,8757,8944,7662
88,7770,7685,8644,9142,8806,8396,8467,8473,7858,9001,9662,8762,8943,7661
89,7765,7689,8645,9146,8804,8393,8467,8475,7860,8999,9662,8759,8944,7657
90,7769,7690,8644,9146,8802,8390,8467,8475,7857,8995,9663,8758,8942,7661
91,7763,7686,8642,9144,8809,8396,8473,8472,7853,9000,9663,8760,8937,7661
92,7763,7684,8645,9144,8806,8394,8475,8471,7854,9004,9663,8761,8941,7667
93,7767,7687,8643,9149,8802,8399,8477,8474,7858,8998,9657,8756,8942,7666
94,7772,7687,8639,9145,8804,8394,8472,8473,7856,8997,9659,8760,8943,7664
95,7767,7686,8639,9142,8814,8400,8475,8473,7857,8995,9659,8761,8944,7659
96,7770,7688,8643,9143,8806,8399,8474,8475,7858,8991,9657,8758,8945,7667
97,7764,7690,8643,9152,8804,8399,8478,8477,7855,8995,9657,8755,8941,7666
98,7763,7686,8642,9150,8808,8396,8478,8481,7857,9002,9664,8756,8944,7667
99,7765,7686,8644,9145,8810,8401,8479,8477,7865,9000,9662,8755,8942,7668
100,7766,7692,8647,9144,8803,8397,8477,8468,7860,8997,9656,8758,8938,7666
101,7766,7691,8645,9149,8807,8397,8479,8470,7849,8999,9658,8758,8934,7658
102,7768,7683,8641,9150,8808,8401,8475,8475,7853,9000,9659,8758,8938,7657
103,7769,7684,8640,9151,8804,8398,8471,8475,7861,8998,9657,8759,8941,7661
104,7768,7691,8642,9147,8807,8395,8478,8476,7859,8997,9659,8759,8939,7662
105,7770,7688,8643,9147,8811,8395,8479,8476,7853,8998,9660,8760,8943,7664
106,7770,7683,8640,9154,8811,8397,8475,8471,7856,8997,9657,8761,8942,7662
107,7773,7687,8642,9152,8808,8391,8470,8467,7863,8996,9659,8761,8942,7664
108,7769,7691,8646,9149,8812,8397,8474,8470,7862,8997,9658,8758,8940,7659
109,7767,7685,8645,9146,8806,8395,8472,8473,7857,8998,9661,8759,8941,7659
110,7759,7683,8642,9144,8807,8400,8475,8470,7858,8994,9661,8759,8938,7656
111,7766,7687,8644,9143,8805,8397,8473,8466,7857,8994,9660,8759,8939,7662
112,7768,7687,8645,9152,8803,8401,8478,8470,7856,8999,9660,8757,8939,7662
113,7766,7686,8643,9152,8803,8397,8479,8473,7859,9001,9662,8760,8945,7659
114,7763,7691,8643,9146,8813,8401,8477,8470,7860,8998,9658,8761,8945,7656
115,7770,7692,8642,9145,8813,8399,8469,8474,7856,8998,9659,8759,8940,7664
116,7767,7689,8642,9151,8811,8398,8473,8477,7853,9001,9659,8760,8936,7665
117,7761,7688,8647,9148,8810,8395,8476,8473,7853,8999,9656,8764,8940,7662
118,7764,7689,8648,9142,8807,8394,8473,8475,7858,8998,9658,8762,8941,7660
119,7770,7687,8643,9143,8804,8396,8472,8479,7858,9001,9660,8757,8940,7662
120,7770,7687,8641,9147,8805,8403,8474,8473,7855,9001,9657,8758,8938,7661
121,7763,7689,8645,9148,8809,8403,8479,8470,7858,9000,9653,8757,8933,7657
122,7769,7687,8643,9147,8805,8393,8473,8474,7861,9004,9654,8758,8935,7660
123,7772,7687,8638,9149,8806,8401,8468,8476,7858,8997,9658,8758,8938,7658
124,7771,7689,8644,9149,8805,8401,8470,8475,7856,8990,9662,8757,8942,7661
125,7764,7687,8647,9151,8810,8398,8477,8475,7857,8997,9659,8757,8940,7662
126,7765,7684,8644,9146,8808,8391,8471,8477,7857,8996,9658,8761,8942,7663
127,7761,7688,8647,9147,8810,8400,8473,8475,7857,8985,9656,8756,8936,7655
240,7764,7686,8652,9148,8805,8397,8475,8470,7854,8990,9661,8756,8936,7661
0,7761,7686,8646,9150,8806,8400,8474,8474,7856,8999,9662,8757,8941,7663
1,7764,7692,8643,9148,8809,8400,8471,8477,7860,9000,9660,8758,8946,7663
2,7764,7692,8648,9151,8812,8403,8480,8473,7858,9000,9658,8759,8939,7659
3,7766,7687,8644,9151,8808,8400,8480,8474,7857,8993,9655,8763,8937,7660
4,7770,7690,8641,9149,8813,8401,8475,8479,7861,8991,9650,8760,8942,7665
5,7775,7688,8642,9148,8814,8398,8472,8472,7858,9000,9653,8760,8944,7667
6,7769,7683,8644,9152,8808,8394,8474,8466,7855,9000,9660,8763,8939,7661
7,7762,7689,8643,9158,8809,8401,8480,8474,7860,8997,9660,8762,8936,7662
8,7766,7694,8643,9155,8808,8404,8478,8479,7863,9000,9660,8759,8940,7667
9,7768,7690,8642,9152,8804,8395,8474,8470,7856,8999,9661,8756,8940,7662
10,7772,7687,8642,9149,8802,8390,8472,8469,7856,8995,9660,8760,8939,7666
11,7768,7689,8643,9146,8808,8404,8475,8472,7862,8999,9658,8763,8938,7662
12,7768,7689,8641,9145,8804,8399,8469,8467,7858,8999,9661,8761,8942,7656
13,7763,7690,8637,9153,8806,8393,8471,8467,7853,8999,9660,8754,8938,7654
14,7763,7689,8640,9149,8803,8386,8475,8472,7857,8999,9659,8757,8939,7666
15,7767,7689,8640,9145,8809,8395,8481,8473,7860,8997,9658,8756,8940,7662
16,7775,7689,8641,9148,8811,8395,8479,8476,7855,9000,9658,8756,8944,7661
17,7764,7688,8646,9151,8811,8397,8483,8476,7853,8999,9656,8754,8943,7660
18,7758,7685,8643,9149,8803,8389,8477,8470,7858,8991,9660,8757,8946,7659
19,7763,7689,8640,9151,8804,8391,8473,8471,7862,8991,9660,8756,8941,7657
20,7768,7690,8645,9147,8805,8393,8473,8478,7860,9001,9659,8755,8936,7661
21,7764,7687,8645,9149,8804,8392,8475,8475,7853,9000,9659,8760,8937,7662
22,7762,7685,8639,9153,8804,8393,8473,8470,7854,8988,9659,8760,8941,7660
23,7765,7689,8642,9148,8808,8396,8472,8470,7862,8991,9660,8754,8941,7664
24,7764,7692,8644,9147,8810,8397,8475,8471,7861,9002,9658,8752,8939,7667
25,7763,7689,8644,9151,8804,8391,8472,8476,7853,9001,9660,8759,8945,7668
26,7762,7686,8642,9151,8806,8395,8471,8476,7857,8995,9656,8759,8945,7667
27,7770,7687,8641,9149,8806,8394,8471,8473,7862,8996,9654,8759,8940,7667
28,7768,7688,8641,9154,8806,8395,8478,8474,7857,8999,9655,8759,8937,7658
29,7767,7687,8642,9151,8801,8393,8475,8477,7852,8998,9662,8762,8942,7663
30,7767,7688,8640,9150,8804,8402,8470,8480,7859,8999,9661,8762,8935,7659
31,7772,7686,8641,9145,8804,8395,8468,8478,7862,8999,9659,8763,8935,7657
32,7770,7686,8645,9141,8807,8392,8476,8474,7858,8999,9658,8756,8938,7655
33,7771,7689,8646,9138,8804,8390,8473,8470,7858,8999,9657,8756,8942,7663
34,7765,7690,8641,9145,8805,8397,8471,8471,7862,8999,9661,8761,8943,7663
35,7764,7686,8640,9147,8805,8392,8471,8477,7858,9000,9662,8762,8942,7660
36,7768,7685,8643,9147,8808,8394,8476,8475,7853,8999,9656,8756,8937,7657
37,7767,7686,8644,9146,8806,8396,8473,8470,7856,8998,9656,8755,8939,7658
38,7764,7685,8644,9147,8800,8394,8472,8472,7860,8996,9659,8755,8944,7659
39,7767,7682,8645,9149,8802,8395,8474,8475,7858,8998,9656,8753,8941,7658
40,7770,7685,8641,9148,8808,8397,8474,8473,7857,8998,9658,8759,8939,7663
41,7767,7689,8639,9151,8805,8396,8474,8475,7856,8995,9662,8766,8940,7664
42,7770,7686,8643,9153,8794,8388,8471,8473,7856,8998,9664,8764,8943,7665
43,7767,7685,8647,9152,8804,8394,8475,8472,7860,9003,9663,8755,8942,7660
44,7764,7687,8646,9146,8808,8393,8474,8477,7857,9002,9664,8756,8942,7661
45,7762,7688,8641,9147,8805,8397,8474,8477,7856,8998,9658,8760,8938,7666
46,7769,7685,8645,9147,8800,8395,8473,8475,7863,8997,9659,8757,8942,7671
47,7768,7686,8646,9147,8806,8397,8479,8479,7862,8998,9661,8755,8942,7654
48,7767,7686,8639,9147,8803,8393,8474,8480,7854,8997,9659,8763,8945,7655
49,7765,7687,8639,9149,8803,8399,8470,8475,7856,8996,9656,8761,8939,7667
50,7770,7688,8647,9143,8802,8397,8467,8473,7855,9002,9659,8756,8937,7665
51,7765,7687,8648,9143,8804,8393,8470,8477,7851,9002,9661,8757,8936,7655
52,7761,7685,8644,9147,8804,8391,8473,8478,7857,8991,9661,8758,8936,7661
53,7763,7684,8640,9145,8807,8395,8476,8473,7864,8989,9662,8757,8937,7662
54,7767,7684,8639,9141,8810,8391,8472,8471,7860,8999,9661,8758,8940,7658
55,7764,7687,8643,9147,8811,8388,8467,8472,7855,8999,9659,8757,8940,7663
56,7760,7690,8644,9150,8810,8392,8471,8473,7858,8990,9657,8755,8937,7660
57,7765,7688,8641,9144,8805,8388,8472,8474,7861,8994,9660,8761,8944,7655
58,7765,7686,8642,9143,8807,8391,8472,8476,7861,9002,9658,8761,8947,7658
59,7766,7686,8645,9143,8808,8397,8470,8475,7858,9003,9661,8758,8945,7665
60,7762,7686,8642,9147,8810,8400,8473,8476,7859,9000,9664,8757,8937,7659
61,7769,7687,8642,9145,8800,8384,8473,8476,7863,9000,9666,8761,8941,7656
62,7770,7690,8643,9144,8801,8393,8474,8475,7859,9001,9659,8758,8945,7658
63,7767,7687,8641,9147,8801,8398,8471,8475,7852,9001,9656,8761,8943,7665
64,7761,7684,8640,9151,8805,8397,8473,8474,7856,9001,9656,8760,8939,7661
65,7766,7684,8643,9147,8804,8391,8474,8474,7858,9001,9657,8759,8945,7664
66,7769,7689,8645,9148,8806,8395,8475,8478,7853,9001,9655,8754,8940,7665
67,7768,7691,8642,9147,8805,8392,8472,8477,7853,9001,9658,8755,8936,7666
68,7767,7688,8640,9146,8803,8394,8471,8472,7860,9001,9661,8758,8939,7660
69,7770,7684,8641,9146,8803,8395,8472,8473,7858,9001,9661,8760,8944,7657
70,7774,7685,8643,9144,8805,8395,8474,8478,7854,9001,9660,8758,8943,7660
71,7773,7687,8641,9136,8802,8393,8473,8477,7859,9001,9657,8758,8941,7662
72,7771,7690,8640,9140,8803,8392,8469,8472,7861,9001,9660,8762,8941,7663
73,7768,7691,8643,9149,8809,8393,8470,8473,7857,9001,9661,8760,8942,7658
74,7767,7687,8641,9143,8807,8392,8468,8477,7858,9001,9659,8760,8946,7658
75,7762,7686,8639,9143,8809,8396,8473,8478,7861,9001,9659,8763,8940,7657
76,7763,7690,8642,9150,8810,8391,8472,8474,7858,9001,9664,8763,8941,7663
77,7762,7689,8641,9150,8810,8395,8474,8474,7854,9001,9662,8758,8944,7662
78,7769,7686,8638,9142,8806,8398,8470,8476,7852,9001,9661,8757,8941,7661
